path,wsi,is_valid,label
./rcc_dataset/10X/KO-8410/KO-8410_165.tif,KO-8410,0,2
./rcc_dataset/10X/SX-A71W/SX-A71W_16.tif,SX-A71W,0,1
./rcc_dataset/10X/KN-8431/KN-8431_134.tif,KN-8431,1,2
./rcc_dataset/10X/KO-8416/KO-8416_159.tif,KO-8416,1,2
./rcc_dataset/10X/CJ-4900/CJ-4900_1.tif,CJ-4900,0,0
./rcc_dataset/10X/KN-8426/KN-8426_99.tif,KN-8426,0,2
./rcc_dataset/10X/BQ-5888/BQ-5888_49.tif,BQ-5888,0,1
./rcc_dataset/10X/BQ-5887/BQ-5887_36.tif,BQ-5887,0,1
./rcc_dataset/10X/BP-4989/BP-4989_76.tif,BP-4989,0,0
./rcc_dataset/10X/KL-8330/KL-8330_145.tif,KL-8330,0,2
./rcc_dataset/10X/DV-5568/DV-5568_54.tif,DV-5568,0,0
./rcc_dataset/10X/UW-A72L/UW-A72L_86.tif,UW-A72L,0,2
./rcc_dataset/10X/2Z-A9JO/2Z-A9JO_100.tif,2Z-A9JO,0,1
./rcc_dataset/10X/B8-4153/B8-4153_38.tif,B8-4153,1,0
./rcc_dataset/10X/DW-7840/DW-7840_254.tif,DW-7840,0,1
./rcc_dataset/10X/KL-8328/KL-8328_95.tif,KL-8328,1,2
./rcc_dataset/10X/UW-A72O/UW-A72O_125.tif,UW-A72O,0,2
./rcc_dataset/10X/BQ-5889/BQ-5889_128.tif,BQ-5889,0,1
./rcc_dataset/10X/SX-A71W/SX-A71W_163.tif,SX-A71W,0,1
./rcc_dataset/10X/DV-5565/DV-5565_61.tif,DV-5565,0,0
./rcc_dataset/10X/BQ-5887/BQ-5887_49.tif,BQ-5887,0,1
./rcc_dataset/10X/BP-4327/BP-4327_125.tif,BP-4327,0,0
./rcc_dataset/10X/BQ-5887/BQ-5887_103.tif,BQ-5887,0,1
./rcc_dataset/10X/B9-A44B/B9-A44B_32.tif,B9-A44B,1,1
./rcc_dataset/10X/KL-8328/KL-8328_68.tif,KL-8328,1,2
./rcc_dataset/10X/KL-8339/KL-8339_155.tif,KL-8339,0,2
./rcc_dataset/10X/P4-A5EB/P4-A5EB_113.tif,P4-A5EB,0,1
./rcc_dataset/10X/KN-8418/KN-8418_165.tif,KN-8418,0,2
./rcc_dataset/10X/A3-3358/A3-3358_76.tif,A3-3358,0,0
./rcc_dataset/10X/KN-8428/KN-8428_196.tif,KN-8428,0,2
./rcc_dataset/10X/CJ-4642/CJ-4642_108.tif,CJ-4642,0,0
./rcc_dataset/10X/UW-A72H/UW-A72H_17.tif,UW-A72H,0,2
./rcc_dataset/10X/KL-8332/KL-8332_189.tif,KL-8332,1,2
./rcc_dataset/10X/KN-8433/KN-8433_56.tif,KN-8433,0,2
./rcc_dataset/10X/KO-8409/KO-8409_58.tif,KO-8409,0,2
./rcc_dataset/10X/KL-8337/KL-8337_155.tif,KL-8337,1,2
./rcc_dataset/10X/AK-3450/AK-3450_2.tif,AK-3450,1,0
./rcc_dataset/10X/BP-5191/BP-5191_23.tif,BP-5191,1,0
./rcc_dataset/10X/BP-4986/BP-4986_12.tif,BP-4986,0,0
./rcc_dataset/10X/KN-8419/KN-8419_155.tif,KN-8419,0,2
./rcc_dataset/10X/BQ-5882/BQ-5882_69.tif,BQ-5882,1,1
./rcc_dataset/10X/KN-8419/KN-8419_10.tif,KN-8419,0,2
./rcc_dataset/10X/G7-6790/G7-6790_53.tif,G7-6790,0,1
./rcc_dataset/10X/A3-3319/A3-3319_140.tif,A3-3319,1,0
./rcc_dataset/10X/5P-A9K6/5P-A9K6_164.tif,5P-A9K6,0,1
./rcc_dataset/10X/BQ-5888/BQ-5888_221.tif,BQ-5888,0,1
./rcc_dataset/10X/KO-8416/KO-8416_155.tif,KO-8416,1,2
./rcc_dataset/10X/BP-4995/BP-4995_141.tif,BP-4995,1,0
./rcc_dataset/10X/UW-A72L/UW-A72L_183.tif,UW-A72L,0,2
./rcc_dataset/10X/UW-A7GU/UW-A7GU_159.tif,UW-A7GU,0,2
./rcc_dataset/10X/B0-5691/B0-5691_116.tif,B0-5691,0,0
./rcc_dataset/10X/B0-5694/B0-5694_57.tif,B0-5694,0,0
./rcc_dataset/10X/BP-4799/BP-4799_147.tif,BP-4799,1,0
./rcc_dataset/10X/UW-A72J/UW-A72J_63.tif,UW-A72J,0,2
./rcc_dataset/10X/BQ-5886/BQ-5886_180.tif,BQ-5886,0,1
./rcc_dataset/10X/A3-3307/A3-3307_118.tif,A3-3307,0,0
./rcc_dataset/10X/B0-5693/B0-5693_93.tif,B0-5693,0,0
./rcc_dataset/10X/KN-8435/KN-8435_96.tif,KN-8435,1,2
./rcc_dataset/10X/B9-4113/B9-4113_43.tif,B9-4113,0,1
./rcc_dataset/10X/BP-4342/BP-4342_137.tif,BP-4342,0,0
./rcc_dataset/10X/UW-A72O/UW-A72O_121.tif,UW-A72O,0,2
./rcc_dataset/10X/BP-4353/BP-4353_57.tif,BP-4353,0,0
./rcc_dataset/10X/CJ-6030/CJ-6030_4.tif,CJ-6030,0,0
./rcc_dataset/10X/KL-8327/KL-8327_67.tif,KL-8327,0,2
./rcc_dataset/10X/A3-3329/A3-3329_157.tif,A3-3329,0,0
./rcc_dataset/10X/KO-8404/KO-8404_131.tif,KO-8404,0,2
./rcc_dataset/10X/BP-5199/BP-5199_8.tif,BP-5199,0,0
./rcc_dataset/10X/A3-3319/A3-3319_156.tif,A3-3319,1,0
./rcc_dataset/10X/B0-5812/B0-5812_83.tif,B0-5812,0,0
./rcc_dataset/10X/B0-5698/B0-5698_9.tif,B0-5698,0,0
./rcc_dataset/10X/KN-8423/KN-8423_69.tif,KN-8423,1,2
./rcc_dataset/10X/CZ-4856/CZ-4856_131.tif,CZ-4856,0,0
./rcc_dataset/10X/SX-A7SL/SX-A7SL_26.tif,SX-A7SL,0,1
./rcc_dataset/10X/B0-5088/B0-5088_56.tif,B0-5088,0,0
./rcc_dataset/10X/CZ-4856/CZ-4856_91.tif,CZ-4856,0,0
./rcc_dataset/10X/5P-A9K3/5P-A9K3_81.tif,5P-A9K3,0,1
./rcc_dataset/10X/KO-8406/KO-8406_161.tif,KO-8406,0,2
./rcc_dataset/10X/KM-8443/KM-8443_15.tif,KM-8443,0,2
./rcc_dataset/10X/KN-8432/KN-8432_33.tif,KN-8432,0,2
./rcc_dataset/10X/KN-8426/KN-8426_164.tif,KN-8426,0,2
./rcc_dataset/10X/BP-4160/BP-4160_71.tif,BP-4160,0,0
./rcc_dataset/10X/P4-A5EB/P4-A5EB_43.tif,P4-A5EB,0,1
./rcc_dataset/10X/B0-5694/B0-5694_163.tif,B0-5694,0,0
./rcc_dataset/10X/2Z-A9JO/2Z-A9JO_77.tif,2Z-A9JO,0,1
./rcc_dataset/10X/KO-8414/KO-8414_63.tif,KO-8414,0,2
./rcc_dataset/10X/B9-A44B/B9-A44B_57.tif,B9-A44B,1,1
./rcc_dataset/10X/BP-5168/BP-5168_12.tif,BP-5168,0,0
./rcc_dataset/10X/KO-8403/KO-8403_68.tif,KO-8403,0,2
./rcc_dataset/10X/BP-4344/BP-4344_103.tif,BP-4344,1,0
./rcc_dataset/10X/KN-8435/KN-8435_153.tif,KN-8435,1,2
./rcc_dataset/10X/KL-8332/KL-8332_1.tif,KL-8332,1,2
./rcc_dataset/10X/KN-8418/KN-8418_192.tif,KN-8418,0,2
./rcc_dataset/10X/UW-A72S/UW-A72S_114.tif,UW-A72S,0,2
./rcc_dataset/10X/KL-8331/KL-8331_59.tif,KL-8331,1,2
./rcc_dataset/10X/2Z-A9JE/2Z-A9JE_10.tif,2Z-A9JE,0,1
./rcc_dataset/10X/KO-8403/KO-8403_176.tif,KO-8403,0,2
./rcc_dataset/10X/A4-8518/A4-8518_24.tif,A4-8518,0,1
./rcc_dataset/10X/KO-8414/KO-8414_30.tif,KO-8414,0,2
./rcc_dataset/10X/KN-8436/KN-8436_156.tif,KN-8436,0,2
./rcc_dataset/10X/BQ-5889/BQ-5889_16.tif,BQ-5889,0,1
./rcc_dataset/10X/A4-7734/A4-7734_110.tif,A4-7734,0,1
./rcc_dataset/10X/KO-8405/KO-8405_62.tif,KO-8405,0,2
./rcc_dataset/10X/BQ-5876/BQ-5876_4.tif,BQ-5876,1,1
./rcc_dataset/10X/CJ-4891/CJ-4891_168.tif,CJ-4891,0,0
./rcc_dataset/10X/2Z-A9JE/2Z-A9JE_48.tif,2Z-A9JE,0,1
./rcc_dataset/10X/2Z-A9JE/2Z-A9JE_21.tif,2Z-A9JE,0,1
./rcc_dataset/10X/A4-7734/A4-7734_71.tif,A4-7734,0,1
./rcc_dataset/10X/AT-A5NU/AT-A5NU_1.tif,AT-A5NU,0,1
./rcc_dataset/10X/KO-8403/KO-8403_135.tif,KO-8403,0,2
./rcc_dataset/10X/KL-8346/KL-8346_134.tif,KL-8346,0,2
./rcc_dataset/10X/BP-4989/BP-4989_122.tif,BP-4989,0,0
./rcc_dataset/10X/BQ-5882/BQ-5882_4.tif,BQ-5882,1,1
./rcc_dataset/10X/P4-A5EB/P4-A5EB_104.tif,P4-A5EB,0,1
./rcc_dataset/10X/5P-A9KF/5P-A9KF_12.tif,5P-A9KF,1,1
./rcc_dataset/10X/BP-4994/BP-4994_103.tif,BP-4994,0,0
./rcc_dataset/10X/UW-A72L/UW-A72L_28.tif,UW-A72L,0,2
./rcc_dataset/10X/A3-3365/A3-3365_32.tif,A3-3365,0,0
./rcc_dataset/10X/KL-8328/KL-8328_71.tif,KL-8328,1,2
./rcc_dataset/10X/KN-8419/KN-8419_47.tif,KN-8419,0,2
./rcc_dataset/10X/BP-4775/BP-4775_67.tif,BP-4775,0,0
./rcc_dataset/10X/UW-A72I/UW-A72I_149.tif,UW-A72I,0,2
./rcc_dataset/10X/KN-8432/KN-8432_150.tif,KN-8432,0,2
./rcc_dataset/10X/A4-7734/A4-7734_63.tif,A4-7734,0,1
./rcc_dataset/10X/NP-A5B3/NP-A5B3_197.tif,NP-A5B3,0,2
./rcc_dataset/10X/CZ-4865/CZ-4865_127.tif,CZ-4865,1,0
./rcc_dataset/10X/B0-5088/B0-5088_61.tif,B0-5088,0,0
./rcc_dataset/10X/CZ-4864/CZ-4864_167.tif,CZ-4864,0,0
./rcc_dataset/10X/KN-8426/KN-8426_33.tif,KN-8426,0,2
./rcc_dataset/10X/CZ-4864/CZ-4864_150.tif,CZ-4864,0,0
./rcc_dataset/10X/B2-5635/B2-5635_42.tif,B2-5635,0,0
./rcc_dataset/10X/5P-A9KF/5P-A9KF_103.tif,5P-A9KF,1,1
./rcc_dataset/10X/UW-A72H/UW-A72H_111.tif,UW-A72H,0,2
./rcc_dataset/10X/UW-A72H/UW-A72H_3.tif,UW-A72H,0,2
./rcc_dataset/10X/2Z-A9J8/2Z-A9J8_112.tif,2Z-A9J8,0,1
./rcc_dataset/10X/AT-A5NU/AT-A5NU_13.tif,AT-A5NU,0,1
./rcc_dataset/10X/UW-A72O/UW-A72O_101.tif,UW-A72O,0,2
./rcc_dataset/10X/BP-4994/BP-4994_117.tif,BP-4994,0,0
./rcc_dataset/10X/BP-4999/BP-4999_50.tif,BP-4999,0,0
./rcc_dataset/10X/BP-5199/BP-5199_139.tif,BP-5199,0,0
./rcc_dataset/10X/B0-4707/B0-4707_23.tif,B0-4707,0,0
./rcc_dataset/10X/KO-8408/KO-8408_47.tif,KO-8408,0,2
./rcc_dataset/10X/KO-8403/KO-8403_3.tif,KO-8403,0,2
./rcc_dataset/10X/B0-5098/B0-5098_187.tif,B0-5098,0,0
./rcc_dataset/10X/A3-A8OV/A3-A8OV_133.tif,A3-A8OV,0,0
./rcc_dataset/10X/BQ-5882/BQ-5882_81.tif,BQ-5882,1,1
./rcc_dataset/10X/AT-A5NU/AT-A5NU_160.tif,AT-A5NU,0,1
./rcc_dataset/10X/DV-5568/DV-5568_95.tif,DV-5568,0,0
./rcc_dataset/10X/KM-8442/KM-8442_94.tif,KM-8442,0,2
./rcc_dataset/10X/BQ-5888/BQ-5888_260.tif,BQ-5888,0,1
./rcc_dataset/10X/UW-A72O/UW-A72O_126.tif,UW-A72O,0,2
./rcc_dataset/10X/CJ-6030/CJ-6030_76.tif,CJ-6030,0,0
./rcc_dataset/10X/B2-4102/B2-4102_131.tif,B2-4102,0,0
./rcc_dataset/10X/BP-5181/BP-5181_61.tif,BP-5181,1,0
./rcc_dataset/10X/BQ-7058/BQ-7058_157.tif,BQ-7058,0,1
./rcc_dataset/10X/DV-5568/DV-5568_136.tif,DV-5568,0,0
./rcc_dataset/10X/NP-A5B3/NP-A5B3_81.tif,NP-A5B3,0,2
./rcc_dataset/10X/A3-3358/A3-3358_73.tif,A3-3358,0,0
./rcc_dataset/10X/NP-A5B3/NP-A5B3_131.tif,NP-A5B3,0,2
./rcc_dataset/10X/NP-A5B3/NP-A5B3_25.tif,NP-A5B3,0,2
./rcc_dataset/10X/DW-7839/DW-7839_179.tif,DW-7839,0,1
./rcc_dataset/10X/B1-A47M/B1-A47M_116.tif,B1-A47M,0,1
./rcc_dataset/10X/KO-8411/KO-8411_181.tif,KO-8411,0,2
./rcc_dataset/10X/SX-A7SP/SX-A7SP_155.tif,SX-A7SP,0,1
./rcc_dataset/10X/A4-7734/A4-7734_127.tif,A4-7734,0,1
./rcc_dataset/10X/KN-8436/KN-8436_20.tif,KN-8436,0,2
./rcc_dataset/10X/UW-A72H/UW-A72H_50.tif,UW-A72H,0,2
./rcc_dataset/10X/HE-A5NI/HE-A5NI_140.tif,HE-A5NI,0,1
./rcc_dataset/10X/BP-4999/BP-4999_79.tif,BP-4999,0,0
./rcc_dataset/10X/BP-5006/BP-5006_7.tif,BP-5006,0,0
./rcc_dataset/10X/DW-7838/DW-7838_38.tif,DW-7838,0,1
./rcc_dataset/10X/BP-4807/BP-4807_110.tif,BP-4807,0,0
./rcc_dataset/10X/CJ-6030/CJ-6030_87.tif,CJ-6030,0,0
./rcc_dataset/10X/UW-A72P/UW-A72P_7.tif,UW-A72P,0,2
./rcc_dataset/10X/KO-8416/KO-8416_4.tif,KO-8416,1,2
./rcc_dataset/10X/CJ-4891/CJ-4891_46.tif,CJ-4891,0,0
./rcc_dataset/10X/KM-8443/KM-8443_111.tif,KM-8443,0,2
./rcc_dataset/10X/KN-8435/KN-8435_172.tif,KN-8435,1,2
./rcc_dataset/10X/B0-5694/B0-5694_175.tif,B0-5694,0,0
./rcc_dataset/10X/A3-3308/A3-3308_160.tif,A3-3308,0,0
./rcc_dataset/10X/BP-4160/BP-4160_138.tif,BP-4160,0,0
./rcc_dataset/10X/B8-4143/B8-4143_37.tif,B8-4143,0,0
./rcc_dataset/10X/UW-A72S/UW-A72S_0.tif,UW-A72S,0,2
./rcc_dataset/10X/BP-4986/BP-4986_44.tif,BP-4986,0,0
./rcc_dataset/10X/DW-7841/DW-7841_156.tif,DW-7841,0,1
./rcc_dataset/10X/KN-8428/KN-8428_182.tif,KN-8428,0,2
./rcc_dataset/10X/5P-A9K9/5P-A9K9_137.tif,5P-A9K9,1,1
./rcc_dataset/10X/KN-8432/KN-8432_120.tif,KN-8432,0,2
./rcc_dataset/10X/BQ-7058/BQ-7058_66.tif,BQ-7058,0,1
./rcc_dataset/10X/UW-A72T/UW-A72T_56.tif,UW-A72T,0,2
./rcc_dataset/10X/KO-8406/KO-8406_99.tif,KO-8406,0,2
./rcc_dataset/10X/CJ-6030/CJ-6030_154.tif,CJ-6030,0,0
./rcc_dataset/10X/BP-4775/BP-4775_30.tif,BP-4775,0,0
./rcc_dataset/10X/A3-3307/A3-3307_46.tif,A3-3307,0,0
./rcc_dataset/10X/UW-A72J/UW-A72J_164.tif,UW-A72J,0,2
./rcc_dataset/10X/DV-5575/DV-5575_116.tif,DV-5575,0,0
./rcc_dataset/10X/UW-A72J/UW-A72J_16.tif,UW-A72J,0,2
./rcc_dataset/10X/A3-3336/A3-3336_134.tif,A3-3336,0,0
./rcc_dataset/10X/UW-A7GU/UW-A7GU_155.tif,UW-A7GU,0,2
./rcc_dataset/10X/UW-A72N/UW-A72N_96.tif,UW-A72N,0,2
./rcc_dataset/10X/DV-5574/DV-5574_118.tif,DV-5574,0,0
./rcc_dataset/10X/BP-4999/BP-4999_117.tif,BP-4999,0,0
./rcc_dataset/10X/AL-3468/AL-3468_58.tif,AL-3468,0,1
./rcc_dataset/10X/CJ-4891/CJ-4891_149.tif,CJ-4891,0,0
./rcc_dataset/10X/GL-7966/GL-7966_15.tif,GL-7966,0,1
./rcc_dataset/10X/A4-8518/A4-8518_90.tif,A4-8518,0,1
./rcc_dataset/10X/5P-A9K6/5P-A9K6_41.tif,5P-A9K6,0,1
./rcc_dataset/10X/B9-4113/B9-4113_1.tif,B9-4113,0,1
./rcc_dataset/10X/KO-8406/KO-8406_172.tif,KO-8406,0,2
./rcc_dataset/10X/A3-A8OV/A3-A8OV_198.tif,A3-A8OV,0,0
./rcc_dataset/10X/DW-5560/DW-5560_165.tif,DW-5560,1,1
./rcc_dataset/10X/KO-8414/KO-8414_105.tif,KO-8414,0,2
./rcc_dataset/10X/KL-8339/KL-8339_151.tif,KL-8339,0,2
./rcc_dataset/10X/BQ-7046/BQ-7046_210.tif,BQ-7046,0,1
./rcc_dataset/10X/A3-3308/A3-3308_42.tif,A3-3308,0,0
./rcc_dataset/10X/KN-8426/KN-8426_97.tif,KN-8426,0,2
./rcc_dataset/10X/B0-5812/B0-5812_53.tif,B0-5812,0,0
./rcc_dataset/10X/KO-8407/KO-8407_45.tif,KO-8407,0,2
./rcc_dataset/10X/KN-8426/KN-8426_171.tif,KN-8426,0,2
./rcc_dataset/10X/NP-A5B3/NP-A5B3_60.tif,NP-A5B3,0,2
./rcc_dataset/10X/A3-3365/A3-3365_163.tif,A3-3365,0,0
./rcc_dataset/10X/BQ-5886/BQ-5886_182.tif,BQ-5886,0,1
./rcc_dataset/10X/B0-5693/B0-5693_35.tif,B0-5693,0,0
./rcc_dataset/10X/Y8-A898/Y8-A898_165.tif,Y8-A898,0,1
./rcc_dataset/10X/DV-5565/DV-5565_51.tif,DV-5565,0,0
./rcc_dataset/10X/BP-4327/BP-4327_68.tif,BP-4327,0,0
./rcc_dataset/10X/BQ-7046/BQ-7046_83.tif,BQ-7046,0,1
./rcc_dataset/10X/UZ-A9PV/UZ-A9PV_13.tif,UZ-A9PV,1,1
./rcc_dataset/10X/BP-5178/BP-5178_64.tif,BP-5178,0,0
./rcc_dataset/10X/DV-5565/DV-5565_157.tif,DV-5565,0,0
./rcc_dataset/10X/DV-5569/DV-5569_30.tif,DV-5569,0,0
./rcc_dataset/10X/KN-8432/KN-8432_12.tif,KN-8432,0,2
./rcc_dataset/10X/KO-8406/KO-8406_21.tif,KO-8406,0,2
./rcc_dataset/10X/KO-8406/KO-8406_127.tif,KO-8406,0,2
./rcc_dataset/10X/5P-A9K9/5P-A9K9_27.tif,5P-A9K9,1,1
./rcc_dataset/10X/2Z-A9J8/2Z-A9J8_149.tif,2Z-A9J8,0,1
./rcc_dataset/10X/BP-4353/BP-4353_147.tif,BP-4353,0,0
./rcc_dataset/10X/DV-5574/DV-5574_31.tif,DV-5574,0,0
./rcc_dataset/10X/KN-8426/KN-8426_120.tif,KN-8426,0,2
./rcc_dataset/10X/KL-8330/KL-8330_190.tif,KL-8330,0,2
./rcc_dataset/10X/KO-8411/KO-8411_150.tif,KO-8411,0,2
./rcc_dataset/10X/SX-A71W/SX-A71W_127.tif,SX-A71W,0,1
./rcc_dataset/10X/B0-5098/B0-5098_150.tif,B0-5098,0,0
./rcc_dataset/10X/KL-8346/KL-8346_1.tif,KL-8346,0,2
./rcc_dataset/10X/BQ-5885/BQ-5885_127.tif,BQ-5885,0,1
./rcc_dataset/10X/BP-4344/BP-4344_153.tif,BP-4344,1,0
./rcc_dataset/10X/KN-8432/KN-8432_16.tif,KN-8432,0,2
./rcc_dataset/10X/2Z-A9JO/2Z-A9JO_44.tif,2Z-A9JO,0,1
./rcc_dataset/10X/BP-5178/BP-5178_95.tif,BP-5178,0,0
./rcc_dataset/10X/A3-3319/A3-3319_153.tif,A3-3319,1,0
./rcc_dataset/10X/KL-8339/KL-8339_61.tif,KL-8339,0,2
./rcc_dataset/10X/B1-A47N/B1-A47N_186.tif,B1-A47N,1,1
./rcc_dataset/10X/KN-8431/KN-8431_108.tif,KN-8431,1,2
./rcc_dataset/10X/UW-A72N/UW-A72N_112.tif,UW-A72N,0,2
./rcc_dataset/10X/B0-5812/B0-5812_165.tif,B0-5812,0,0
./rcc_dataset/10X/KN-8430/KN-8430_14.tif,KN-8430,0,2
./rcc_dataset/10X/DW-7837/DW-7837_123.tif,DW-7837,0,1
./rcc_dataset/10X/NP-A5H7/NP-A5H7_172.tif,NP-A5H7,0,2
./rcc_dataset/10X/GL-7966/GL-7966_6.tif,GL-7966,0,1
./rcc_dataset/10X/IA-A83W/IA-A83W_30.tif,IA-A83W,0,1
./rcc_dataset/10X/KO-8409/KO-8409_191.tif,KO-8409,0,2
./rcc_dataset/10X/B1-A47N/B1-A47N_109.tif,B1-A47N,1,1
./rcc_dataset/10X/KL-8327/KL-8327_121.tif,KL-8327,0,2
./rcc_dataset/10X/DW-7840/DW-7840_107.tif,DW-7840,0,1
./rcc_dataset/10X/A3-3308/A3-3308_106.tif,A3-3308,0,0
./rcc_dataset/10X/BP-4344/BP-4344_16.tif,BP-4344,1,0
./rcc_dataset/10X/NP-A5GZ/NP-A5GZ_29.tif,NP-A5GZ,0,2
./rcc_dataset/10X/B2-4102/B2-4102_119.tif,B2-4102,0,0
./rcc_dataset/10X/B9-5155/B9-5155_74.tif,B9-5155,0,1
./rcc_dataset/10X/CJ-4642/CJ-4642_142.tif,CJ-4642,0,0
./rcc_dataset/10X/B8-4153/B8-4153_145.tif,B8-4153,1,0
./rcc_dataset/10X/BP-4989/BP-4989_38.tif,BP-4989,0,0
./rcc_dataset/10X/KL-8344/KL-8344_150.tif,KL-8344,0,2
./rcc_dataset/10X/A3-3319/A3-3319_185.tif,A3-3319,1,0
./rcc_dataset/10X/DW-7839/DW-7839_57.tif,DW-7839,0,1
./rcc_dataset/10X/IZ-8196/IZ-8196_121.tif,IZ-8196,0,1
./rcc_dataset/10X/UW-A72T/UW-A72T_19.tif,UW-A72T,0,2
./rcc_dataset/10X/KN-8437/KN-8437_14.tif,KN-8437,0,2
./rcc_dataset/10X/BP-4344/BP-4344_129.tif,BP-4344,1,0
./rcc_dataset/10X/KL-8332/KL-8332_31.tif,KL-8332,1,2
./rcc_dataset/10X/DW-7839/DW-7839_193.tif,DW-7839,0,1
./rcc_dataset/10X/B2-5635/B2-5635_5.tif,B2-5635,0,0
./rcc_dataset/10X/KO-8414/KO-8414_156.tif,KO-8414,0,2
./rcc_dataset/10X/BQ-5889/BQ-5889_192.tif,BQ-5889,0,1
./rcc_dataset/10X/UW-A72J/UW-A72J_4.tif,UW-A72J,0,2
./rcc_dataset/10X/KL-8325/KL-8325_117.tif,KL-8325,0,2
./rcc_dataset/10X/DW-5560/DW-5560_26.tif,DW-5560,1,1
./rcc_dataset/10X/2Z-A9J2/2Z-A9J2_57.tif,2Z-A9J2,1,1
./rcc_dataset/10X/NP-A5GZ/NP-A5GZ_46.tif,NP-A5GZ,0,2
./rcc_dataset/10X/KO-8410/KO-8410_71.tif,KO-8410,0,2
./rcc_dataset/10X/CZ-4865/CZ-4865_119.tif,CZ-4865,1,0
./rcc_dataset/10X/B3-4104/B3-4104_78.tif,B3-4104,0,1
./rcc_dataset/10X/A4-8518/A4-8518_94.tif,A4-8518,0,1
./rcc_dataset/10X/DW-5561/DW-5561_214.tif,DW-5561,0,1
./rcc_dataset/10X/KO-8406/KO-8406_33.tif,KO-8406,0,2
./rcc_dataset/10X/BQ-7049/BQ-7049_98.tif,BQ-7049,0,1
./rcc_dataset/10X/DW-7837/DW-7837_142.tif,DW-7837,0,1
./rcc_dataset/10X/KO-8409/KO-8409_129.tif,KO-8409,0,2
./rcc_dataset/10X/BQ-5879/BQ-5879_17.tif,BQ-5879,1,1
./rcc_dataset/10X/KO-8405/KO-8405_111.tif,KO-8405,0,2
./rcc_dataset/10X/B8-4153/B8-4153_189.tif,B8-4153,1,0
./rcc_dataset/10X/BP-4775/BP-4775_16.tif,BP-4775,0,0
./rcc_dataset/10X/NP-A5B3/NP-A5B3_113.tif,NP-A5B3,0,2
./rcc_dataset/10X/KO-8415/KO-8415_51.tif,KO-8415,1,2
./rcc_dataset/10X/2Z-A9J2/2Z-A9J2_138.tif,2Z-A9J2,1,1
./rcc_dataset/10X/A3-3358/A3-3358_22.tif,A3-3358,0,0
./rcc_dataset/10X/KO-8406/KO-8406_58.tif,KO-8406,0,2
./rcc_dataset/10X/UW-A72S/UW-A72S_188.tif,UW-A72S,0,2
