path,wsi,is_valid,label
.\sc_dataset\10X/1511532/1511532_258.tif,1511532,0,0
.\sc_dataset\10X/126603/126603_239.tif,126603,0,0
.\sc_dataset\10X/2017403/2017403_152.tif,2017403,1,1
.\sc_dataset\10X/1713253/1713253_170.tif,1713253,0,0
.\sc_dataset\10X/1612412/1612412_1.tif,1612412,1,2
.\sc_dataset\10X/137522/137522_221.tif,137522,0,1
.\sc_dataset\10X/1511004/1511004_135.tif,1511004,0,2
.\sc_dataset\10X/2017403/2017403_259.tif,2017403,1,1
.\sc_dataset\10X/149157/149157_170.tif,149157,1,0
.\sc_dataset\10X/1612073/1612073_48.tif,1612073,0,0
.\sc_dataset\10X/1612364/1612364_194.tif,1612364,1,1
.\sc_dataset\10X/1815496/1815496_32.tif,1815496,0,1
.\sc_dataset\10X/1917199/1917199_145.tif,1917199,0,2
.\sc_dataset\10X/1917203/1917203_155.tif,1917203,0,1
.\sc_dataset\10X/149157/149157_90.tif,149157,1,0
.\sc_dataset\10X/126204/126204_51.tif,126204,0,0
.\sc_dataset\10X/1917074/1917074_207.tif,1917074,0,0
.\sc_dataset\10X/126377/126377_76.tif,126377,0,2
.\sc_dataset\10X/148831/148831_182.tif,148831,0,1
.\sc_dataset\10X/1815262/1815262_135.tif,1815262,0,1
.\sc_dataset\10X/149760/149760_130.tif,149760,0,2
.\sc_dataset\10X/1916563/1916563_228.tif,1916563,0,1
.\sc_dataset\10X/1917203/1917203_185.tif,1917203,0,1
.\sc_dataset\10X/1815845/1815845_24.tif,1815845,0,0
.\sc_dataset\10X/1612975/1612975_139.tif,1612975,0,2
.\sc_dataset\10X/1916277/1916277_220.tif,1916277,0,0
.\sc_dataset\10X/1917199/1917199_125.tif,1917199,0,2
.\sc_dataset\10X/138083/138083_97.tif,138083,0,1
.\sc_dataset\10X/1714260/1714260_106.tif,1714260,0,2
.\sc_dataset\10X/1713552/1713552_153.tif,1713552,0,1
.\sc_dataset\10X/1713657/1713657_31.tif,1713657,0,0
.\sc_dataset\10X/115119/115119_107.tif,115119,0,0
.\sc_dataset\10X/1713377/1713377_77.tif,1713377,0,0
.\sc_dataset\10X/1713908/1713908_24.tif,1713908,0,0
.\sc_dataset\10X/126377/126377_4.tif,126377,0,2
.\sc_dataset\10X/1612685/1612685_114.tif,1612685,0,0
.\sc_dataset\10X/1612412/1612412_112.tif,1612412,1,2
.\sc_dataset\10X/1714430B/1714430B_209.tif,1714430B,0,1
.\sc_dataset\10X/148859/148859_128.tif,148859,1,0
.\sc_dataset\10X/138254/138254_102.tif,138254,1,0
.\sc_dataset\10X/148757/148757_248.tif,148757,1,0
.\sc_dataset\10X/1612412/1612412_223.tif,1612412,1,2
.\sc_dataset\10X/149175/149175_66.tif,149175,0,1
.\sc_dataset\10X/149763/149763_219.tif,149763,0,1
.\sc_dataset\10X/1917266/1917266_169.tif,1917266,0,2
.\sc_dataset\10X/1612391/1612391_262.tif,1612391,0,0
.\sc_dataset\10X/149215/149215_250.tif,149215,0,1
.\sc_dataset\10X/1611934/1611934_160.tif,1611934,1,1
.\sc_dataset\10X/149377/149377_85.tif,149377,0,1
.\sc_dataset\10X/149175/149175_156.tif,149175,0,1
.\sc_dataset\10X/125662/125662_173.tif,125662,0,2
.\sc_dataset\10X/1613010/1613010_297.tif,1613010,0,1
.\sc_dataset\10X/1510833/1510833_25.tif,1510833,0,1
.\sc_dataset\10X/1612685/1612685_203.tif,1612685,0,0
.\sc_dataset\10X/114832/114832_70.tif,114832,0,1
.\sc_dataset\10X/1611621/1611621_287.tif,1611621,1,1
.\sc_dataset\10X/149636/149636_164.tif,149636,1,0
.\sc_dataset\10X/149763/149763_246.tif,149763,0,1
.\sc_dataset\10X/1612579/1612579_144.tif,1612579,1,2
.\sc_dataset\10X/114832/114832_59.tif,114832,0,1
.\sc_dataset\10X/1713253/1713253_121.tif,1713253,0,0
.\sc_dataset\10X/1612975/1612975_173.tif,1612975,0,2
.\sc_dataset\10X/2017440/2017440_138.tif,2017440,0,1
.\sc_dataset\10X/1611934/1611934_64.tif,1611934,1,1
.\sc_dataset\10X/138278/138278_199.tif,138278,1,0
.\sc_dataset\10X/1713814/1713814_161.tif,1713814,0,0
.\sc_dataset\10X/1916477/1916477_13.tif,1916477,0,1
.\sc_dataset\10X/1511021/1511021_50.tif,1511021,1,1
.\sc_dataset\10X/1916877/1916877_201.tif,1916877,0,0
.\sc_dataset\10X/1815845/1815845_76.tif,1815845,0,0
.\sc_dataset\10X/1916910/1916910_3.tif,1916910,0,1
.\sc_dataset\10X/1815845/1815845_149.tif,1815845,0,0
.\sc_dataset\10X/1713253/1713253_21.tif,1713253,0,0
.\sc_dataset\10X/1612378/1612378_171.tif,1612378,0,0
.\sc_dataset\10X/1713657/1713657_250.tif,1713657,0,0
.\sc_dataset\10X/138278/138278_194.tif,138278,1,0
.\sc_dataset\10X/1612391/1612391_1.tif,1612391,0,0
.\sc_dataset\10X/149647/149647_259.tif,149647,1,0
.\sc_dataset\10X/148831/148831_22.tif,148831,0,1
.\sc_dataset\10X/1917213/1917213_206.tif,1917213,0,1
.\sc_dataset\10X/138096/138096_215.tif,138096,0,0
.\sc_dataset\10X/1511409/1511409_162.tif,1511409,0,2
.\sc_dataset\10X/115299/115299_121.tif,115299,0,0
.\sc_dataset\10X/1814720/1814720_188.tif,1814720,0,1
.\sc_dataset\10X/1611934/1611934_223.tif,1611934,1,1
.\sc_dataset\10X/126649/126649_116.tif,126649,0,0
.\sc_dataset\10X/1612435/1612435_11.tif,1612435,1,2
.\sc_dataset\10X/1612761/1612761_199.tif,1612761,0,0
.\sc_dataset\10X/138096/138096_4.tif,138096,0,0
.\sc_dataset\10X/115009/115009_106.tif,115009,0,0
.\sc_dataset\10X/1917199/1917199_218.tif,1917199,0,2
.\sc_dataset\10X/2017403/2017403_126.tif,2017403,1,1
.\sc_dataset\10X/138268/138268_185.tif,138268,1,0
.\sc_dataset\10X/1916527/1916527_277.tif,1916527,0,1
.\sc_dataset\10X/126742/126742_112.tif,126742,0,0
.\sc_dataset\10X/115192/115192_141.tif,115192,0,2
.\sc_dataset\10X/1612583/1612583_19.tif,1612583,0,1
.\sc_dataset\10X/138096/138096_263.tif,138096,0,0
.\sc_dataset\10X/1916563/1916563_92.tif,1916563,0,1
.\sc_dataset\10X/1815813/1815813_172.tif,1815813,0,1
.\sc_dataset\10X/1611934/1611934_269.tif,1611934,1,1
.\sc_dataset\10X/1916794/1916794_161.tif,1916794,0,1
.\sc_dataset\10X/114832/114832_287.tif,114832,0,1
.\sc_dataset\10X/148831/148831_215.tif,148831,0,1
.\sc_dataset\10X/149215/149215_49.tif,149215,0,1
.\sc_dataset\10X/1612579/1612579_26.tif,1612579,1,2
.\sc_dataset\10X/126858/126858_238.tif,126858,0,0
.\sc_dataset\10X/114865/114865_165.tif,114865,0,0
.\sc_dataset\10X/126603/126603_54.tif,126603,0,0
.\sc_dataset\10X/137292/137292_105.tif,137292,0,0
.\sc_dataset\10X/1511019/1511019_273.tif,1511019,1,1
.\sc_dataset\10X/126126/126126_282.tif,126126,0,0
.\sc_dataset\10X/1511569/1511569_138.tif,1511569,1,1
.\sc_dataset\10X/126062/126062_160.tif,126062,0,0
.\sc_dataset\10X/1713759/1713759_180.tif,1713759,0,2
.\sc_dataset\10X/137844/137844_262.tif,137844,0,1
.\sc_dataset\10X/1511055/1511055_8.tif,1511055,1,1
.\sc_dataset\10X/137844/137844_18.tif,137844,0,1
.\sc_dataset\10X/137292/137292_213.tif,137292,0,0
.\sc_dataset\10X/149647/149647_32.tif,149647,1,0
.\sc_dataset\10X/149157/149157_272.tif,149157,1,0
.\sc_dataset\10X/1511021/1511021_65.tif,1511021,1,1
.\sc_dataset\10X/137181/137181_98.tif,137181,0,0
.\sc_dataset\10X/1611621/1611621_217.tif,1611621,1,1
.\sc_dataset\10X/1511409/1511409_241.tif,1511409,0,2
.\sc_dataset\10X/1612552/1612552_234.tif,1612552,0,0
.\sc_dataset\10X/126204/126204_87.tif,126204,0,0
.\sc_dataset\10X/126858/126858_76.tif,126858,0,0
.\sc_dataset\10X/137534/137534_176.tif,137534,0,1
.\sc_dataset\10X/1611621/1611621_172.tif,1611621,1,1
.\sc_dataset\10X/1611934/1611934_205.tif,1611934,1,1
.\sc_dataset\10X/1612685/1612685_0.tif,1612685,0,0
.\sc_dataset\10X/1815262/1815262_133.tif,1815262,0,1
.\sc_dataset\10X/1612994/1612994_178.tif,1612994,0,2
.\sc_dataset\10X/1613010/1613010_286.tif,1613010,0,1
.\sc_dataset\10X/1612475/1612475_183.tif,1612475,1,2
.\sc_dataset\10X/114832/114832_97.tif,114832,0,1
.\sc_dataset\10X/138126/138126_22.tif,138126,0,1
.\sc_dataset\10X/115299/115299_8.tif,115299,0,0
.\sc_dataset\10X/138382/138382_38.tif,138382,1,0
.\sc_dataset\10X/126307/126307_108.tif,126307,0,2
.\sc_dataset\10X/1916736/1916736_43.tif,1916736,0,0
.\sc_dataset\10X/149377/149377_261.tif,149377,0,1
.\sc_dataset\10X/1815496/1815496_209.tif,1815496,0,1
.\sc_dataset\10X/1916736/1916736_268.tif,1916736,0,0
.\sc_dataset\10X/1814720/1814720_132.tif,1814720,0,1
.\sc_dataset\10X/137522/137522_145.tif,137522,0,1
.\sc_dataset\10X/1916477/1916477_116.tif,1916477,0,1
.\sc_dataset\10X/1612761/1612761_297.tif,1612761,0,0
.\sc_dataset\10X/1814720/1814720_251.tif,1814720,0,1
.\sc_dataset\10X/1612447/1612447_199.tif,1612447,0,1
.\sc_dataset\10X/1916794/1916794_73.tif,1916794,0,1
.\sc_dataset\10X/125960/125960_50.tif,125960,0,0
.\sc_dataset\10X/126603/126603_190.tif,126603,0,0
.\sc_dataset\10X/126621/126621_215.tif,126621,0,0
.\sc_dataset\10X/1714104/1714104_51.tif,1714104,0,0
.\sc_dataset\10X/1612378/1612378_28.tif,1612378,0,0
.\sc_dataset\10X/138096/138096_247.tif,138096,0,0
.\sc_dataset\10X/149636/149636_166.tif,149636,1,0
.\sc_dataset\10X/1713759/1713759_126.tif,1713759,0,2
.\sc_dataset\10X/114832/114832_122.tif,114832,0,1
.\sc_dataset\10X/1612401/1612401_264.tif,1612401,1,1
.\sc_dataset\10X/1713253/1713253_151.tif,1713253,0,0
.\sc_dataset\10X/138051/138051_33.tif,138051,0,0
.\sc_dataset\10X/126062/126062_55.tif,126062,0,0
.\sc_dataset\10X/1916877/1916877_158.tif,1916877,0,0
.\sc_dataset\10X/138126/138126_267.tif,138126,0,1
.\sc_dataset\10X/1916563/1916563_292.tif,1916563,0,1
.\sc_dataset\10X/1612348/1612348_147.tif,1612348,1,2
.\sc_dataset\10X/1916767/1916767_240.tif,1916767,0,1
.\sc_dataset\10X/1611934/1611934_195.tif,1611934,1,1
.\sc_dataset\10X/148588/148588_42.tif,148588,0,1
.\sc_dataset\10X/125440/125440_33.tif,125440,0,2
.\sc_dataset\10X/1917199/1917199_168.tif,1917199,0,2
.\sc_dataset\10X/1916477/1916477_94.tif,1916477,0,1
.\sc_dataset\10X/125662/125662_45.tif,125662,0,2
.\sc_dataset\10X/138119/138119_140.tif,138119,1,0
.\sc_dataset\10X/126649/126649_15.tif,126649,0,0
.\sc_dataset\10X/1510834/1510834_135.tif,1510834,0,0
.\sc_dataset\10X/1713657/1713657_252.tif,1713657,0,0
.\sc_dataset\10X/1511532/1511532_67.tif,1511532,0,0
.\sc_dataset\10X/115053/115053_2.tif,115053,0,0
.\sc_dataset\10X/114997/114997_20.tif,114997,0,0
.\sc_dataset\10X/1815257/1815257_160.tif,1815257,0,2
.\sc_dataset\10X/149954/149954_298.tif,149954,0,1
.\sc_dataset\10X/126492/126492_233.tif,126492,0,0
.\sc_dataset\10X/1917088/1917088_230.tif,1917088,0,2
.\sc_dataset\10X/1612455/1612455_36.tif,1612455,0,1
.\sc_dataset\10X/1612348/1612348_154.tif,1612348,1,2
.\sc_dataset\10X/125960/125960_228.tif,125960,0,0
.\sc_dataset\10X/1713377/1713377_156.tif,1713377,0,0
.\sc_dataset\10X/1611682/1611682_256.tif,1611682,1,1
.\sc_dataset\10X/114832/114832_41.tif,114832,0,1
.\sc_dataset\10X/1612412/1612412_131.tif,1612412,1,2
.\sc_dataset\10X/1511569/1511569_182.tif,1511569,1,1
.\sc_dataset\10X/1916817/1916817_149.tif,1916817,0,2
.\sc_dataset\10X/1916698/1916698_260.tif,1916698,0,2
.\sc_dataset\10X/125440/125440_212.tif,125440,0,2
.\sc_dataset\10X/1713814/1713814_97.tif,1713814,0,0
.\sc_dataset\10X/1916910/1916910_295.tif,1916910,0,1
.\sc_dataset\10X/1916563/1916563_295.tif,1916563,0,1
.\sc_dataset\10X/1916506/1916506_189.tif,1916506,0,0
.\sc_dataset\10X/149143/149143_42.tif,149143,0,1
.\sc_dataset\10X/138051/138051_106.tif,138051,0,0
.\sc_dataset\10X/126307/126307_80.tif,126307,0,2
.\sc_dataset\10X/1612610/1612610_225.tif,1612610,0,1
.\sc_dataset\10X/1916984/1916984_215.tif,1916984,0,2
.\sc_dataset\10X/1713908/1713908_32.tif,1713908,0,0
.\sc_dataset\10X/1916910/1916910_272.tif,1916910,0,1
.\sc_dataset\10X/1916527/1916527_222.tif,1916527,0,1
.\sc_dataset\10X/1916563/1916563_113.tif,1916563,0,1
.\sc_dataset\10X/125662/125662_67.tif,125662,0,2
.\sc_dataset\10X/138278/138278_166.tif,138278,1,0
.\sc_dataset\10X/126862/126862_101.tif,126862,0,0
.\sc_dataset\10X/1612445/1612445_276.tif,1612445,0,0
.\sc_dataset\10X/149704/149704_55.tif,149704,0,1
.\sc_dataset\10X/1713908/1713908_173.tif,1713908,0,0
.\sc_dataset\10X/137522/137522_28.tif,137522,0,1
.\sc_dataset\10X/1917199/1917199_162.tif,1917199,0,2
.\sc_dataset\10X/137534/137534_24.tif,137534,0,1
.\sc_dataset\10X/125440/125440_119.tif,125440,0,2
.\sc_dataset\10X/1713657/1713657_29.tif,1713657,0,0
.\sc_dataset\10X/1714104/1714104_186.tif,1714104,0,0
.\sc_dataset\10X/1611682/1611682_193.tif,1611682,1,1
.\sc_dataset\10X/149954/149954_283.tif,149954,0,1
.\sc_dataset\10X/1612401/1612401_195.tif,1612401,1,1
.\sc_dataset\10X/1916767/1916767_275.tif,1916767,0,1
.\sc_dataset\10X/114832/114832_224.tif,114832,0,1
.\sc_dataset\10X/1611934/1611934_224.tif,1611934,1,1
.\sc_dataset\10X/126204/126204_270.tif,126204,0,0
.\sc_dataset\10X/1612348/1612348_256.tif,1612348,1,2
.\sc_dataset\10X/114865/114865_53.tif,114865,0,0
.\sc_dataset\10X/126858/126858_161.tif,126858,0,0
.\sc_dataset\10X/1612348/1612348_40.tif,1612348,1,2
.\sc_dataset\10X/126742/126742_83.tif,126742,0,0
.\sc_dataset\10X/1815262/1815262_178.tif,1815262,0,1
.\sc_dataset\10X/149704/149704_29.tif,149704,0,1
.\sc_dataset\10X/1510866/1510866_254.tif,1510866,0,2
.\sc_dataset\10X/1613010/1613010_215.tif,1613010,0,1
.\sc_dataset\10X/125662/125662_162.tif,125662,0,2
.\sc_dataset\10X/114865/114865_251.tif,114865,0,0
.\sc_dataset\10X/1917213/1917213_70.tif,1917213,0,1
.\sc_dataset\10X/138051/138051_133.tif,138051,0,0
.\sc_dataset\10X/149954/149954_103.tif,149954,0,1
.\sc_dataset\10X/1511004/1511004_190.tif,1511004,0,2
.\sc_dataset\10X/1612579/1612579_180.tif,1612579,1,2
.\sc_dataset\10X/1916637/1916637_156.tif,1916637,0,1
.\sc_dataset\10X/115119/115119_11.tif,115119,0,0
.\sc_dataset\10X/1612685/1612685_151.tif,1612685,0,0
.\sc_dataset\10X/1713552/1713552_69.tif,1713552,0,1
.\sc_dataset\10X/1916277/1916277_227.tif,1916277,0,0
.\sc_dataset\10X/149636/149636_118.tif,149636,1,0
.\sc_dataset\10X/1613010/1613010_166.tif,1613010,0,1
.\sc_dataset\10X/1916385/1916385_201.tif,1916385,0,2
.\sc_dataset\10X/1917074/1917074_86.tif,1917074,0,0
.\sc_dataset\10X/149175/149175_76.tif,149175,0,1
.\sc_dataset\10X/138254/138254_219.tif,138254,1,0
.\sc_dataset\10X/114865/114865_155.tif,114865,0,0
.\sc_dataset\10X/126858/126858_248.tif,126858,0,0
.\sc_dataset\10X/1612761/1612761_120.tif,1612761,0,0
.\sc_dataset\10X/149760/149760_207.tif,149760,0,2
.\sc_dataset\10X/149636/149636_3.tif,149636,1,0
.\sc_dataset\10X/1815813/1815813_273.tif,1815813,0,1
.\sc_dataset\10X/115299/115299_68.tif,115299,0,0
.\sc_dataset\10X/1714430B/1714430B_144.tif,1714430B,0,1
.\sc_dataset\10X/1713657/1713657_211.tif,1713657,0,0
.\sc_dataset\10X/1713908/1713908_144.tif,1713908,0,0
.\sc_dataset\10X/148639/148639_7.tif,148639,0,1
.\sc_dataset\10X/1510870/1510870_278.tif,1510870,0,1
.\sc_dataset\10X/126621/126621_72.tif,126621,0,0
.\sc_dataset\10X/1511569/1511569_31.tif,1511569,1,1
.\sc_dataset\10X/1612552/1612552_143.tif,1612552,0,0
.\sc_dataset\10X/1916563/1916563_286.tif,1916563,0,1
.\sc_dataset\10X/1613010/1613010_259.tif,1613010,0,1
.\sc_dataset\10X/1916817/1916817_198.tif,1916817,0,2
.\sc_dataset\10X/1713552/1713552_266.tif,1713552,0,1
.\sc_dataset\10X/1612455/1612455_17.tif,1612455,0,1
.\sc_dataset\10X/1612401/1612401_187.tif,1612401,1,1
.\sc_dataset\10X/126742/126742_109.tif,126742,0,0
.\sc_dataset\10X/149175/149175_182.tif,149175,0,1
.\sc_dataset\10X/1713657/1713657_240.tif,1713657,0,0
.\sc_dataset\10X/1815257/1815257_150.tif,1815257,0,2
.\sc_dataset\10X/1916477/1916477_128.tif,1916477,0,1
.\sc_dataset\10X/126603/126603_4.tif,126603,0,0
.\sc_dataset\10X/1612610/1612610_38.tif,1612610,0,1
.\sc_dataset\10X/1713377/1713377_132.tif,1713377,0,0
.\sc_dataset\10X/138051/138051_72.tif,138051,0,0
.\sc_dataset\10X/1916563/1916563_72.tif,1916563,0,1
.\sc_dataset\10X/1713657/1713657_113.tif,1713657,0,0
.\sc_dataset\10X/1916877/1916877_296.tif,1916877,0,0
.\sc_dataset\10X/149636/149636_280.tif,149636,1,0
.\sc_dataset\10X/125662/125662_214.tif,125662,0,2
.\sc_dataset\10X/126649/126649_277.tif,126649,0,0
.\sc_dataset\10X/149945/149945_265.tif,149945,0,1
.\sc_dataset\10X/126492/126492_199.tif,126492,0,0
.\sc_dataset\10X/2017440/2017440_46.tif,2017440,0,1
.\sc_dataset\10X/138382/138382_16.tif,138382,1,0
.\sc_dataset\10X/126742/126742_78.tif,126742,0,0
.\sc_dataset\10X/126126/126126_178.tif,126126,0,0
.\sc_dataset\10X/138126/138126_250.tif,138126,0,1
.\sc_dataset\10X/149763/149763_268.tif,149763,0,1
.\sc_dataset\10X/1612412/1612412_210.tif,1612412,1,2
.\sc_dataset\10X/1510833/1510833_62.tif,1510833,0,1
.\sc_dataset\10X/1916527/1916527_292.tif,1916527,0,1
.\sc_dataset\10X/148588/148588_67.tif,148588,0,1
.\sc_dataset\10X/1917199/1917199_146.tif,1917199,0,2
.\sc_dataset\10X/1511067/1511067_166.tif,1511067,1,1
.\sc_dataset\10X/2017403/2017403_130.tif,2017403,1,1
.\sc_dataset\10X/125362/125362_30.tif,125362,0,0
.\sc_dataset\10X/1612583/1612583_230.tif,1612583,0,1
.\sc_dataset\10X/1714104/1714104_84.tif,1714104,0,0
.\sc_dataset\10X/1916767/1916767_17.tif,1916767,0,1
.\sc_dataset\10X/137181/137181_85.tif,137181,0,0
.\sc_dataset\10X/1916736/1916736_279.tif,1916736,0,0
.\sc_dataset\10X/138096/138096_282.tif,138096,0,0
.\sc_dataset\10X/137087/137087_27.tif,137087,0,0
.\sc_dataset\10X/1713759/1713759_69.tif,1713759,0,2
.\sc_dataset\10X/148917/148917_242.tif,148917,1,0
.\sc_dataset\10X/1916385/1916385_121.tif,1916385,0,2
.\sc_dataset\10X/137181/137181_49.tif,137181,0,0
.\sc_dataset\10X/125440/125440_253.tif,125440,0,2
.\sc_dataset\10X/1612378/1612378_290.tif,1612378,0,0
.\sc_dataset\10X/148757/148757_10.tif,148757,1,0
.\sc_dataset\10X/1916794/1916794_243.tif,1916794,0,1
.\sc_dataset\10X/1612447/1612447_274.tif,1612447,0,1
.\sc_dataset\10X/126307/126307_141.tif,126307,0,2
.\sc_dataset\10X/1612592/1612592_28.tif,1612592,1,2
.\sc_dataset\10X/125960/125960_69.tif,125960,0,0
.\sc_dataset\10X/126742/126742_72.tif,126742,0,0
.\sc_dataset\10X/1714430B/1714430B_1.tif,1714430B,0,1
.\sc_dataset\10X/1916527/1916527_159.tif,1916527,0,1
.\sc_dataset\10X/1611934/1611934_200.tif,1611934,1,1
.\sc_dataset\10X/1511004/1511004_51.tif,1511004,0,2
.\sc_dataset\10X/1714430B/1714430B_70.tif,1714430B,0,1
.\sc_dataset\10X/149215/149215_77.tif,149215,0,1
.\sc_dataset\10X/1916385/1916385_15.tif,1916385,0,2
.\sc_dataset\10X/1511067/1511067_196.tif,1511067,1,1
.\sc_dataset\10X/1916736/1916736_210.tif,1916736,0,0
.\sc_dataset\10X/1815676A/1815676A_71.tif,1815676A,0,1
.\sc_dataset\10X/1917061/1917061_35.tif,1917061,0,0
.\sc_dataset\10X/149157/149157_161.tif,149157,1,0
.\sc_dataset\10X/149954/149954_42.tif,149954,0,1
.\sc_dataset\10X/125960/125960_30.tif,125960,0,0
.\sc_dataset\10X/148917/148917_22.tif,148917,1,0
.\sc_dataset\10X/1611934/1611934_158.tif,1611934,1,1
.\sc_dataset\10X/1510834/1510834_236.tif,1510834,0,0
.\sc_dataset\10X/1612401/1612401_147.tif,1612401,1,1
.\sc_dataset\10X/1612401/1612401_186.tif,1612401,1,1
.\sc_dataset\10X/115053/115053_25.tif,115053,0,0
.\sc_dataset\10X/1815813/1815813_267.tif,1815813,0,1
.\sc_dataset\10X/1917074/1917074_26.tif,1917074,0,0
.\sc_dataset\10X/1612435/1612435_136.tif,1612435,1,2
.\sc_dataset\10X/1917088/1917088_198.tif,1917088,0,2
.\sc_dataset\10X/114865/114865_253.tif,114865,0,0
.\sc_dataset\10X/1916794/1916794_99.tif,1916794,0,1
.\sc_dataset\10X/149954/149954_129.tif,149954,0,1
.\sc_dataset\10X/126307/126307_127.tif,126307,0,2
.\sc_dataset\10X/1612412/1612412_260.tif,1612412,1,2
.\sc_dataset\10X/1510833/1510833_273.tif,1510833,0,1
.\sc_dataset\10X/1612364/1612364_89.tif,1612364,1,1
.\sc_dataset\10X/1815257/1815257_281.tif,1815257,0,2
.\sc_dataset\10X/1612447/1612447_53.tif,1612447,0,1
.\sc_dataset\10X/1815845/1815845_249.tif,1815845,0,0
.\sc_dataset\10X/1612761/1612761_133.tif,1612761,0,0
.\sc_dataset\10X/1917061/1917061_82.tif,1917061,0,0
.\sc_dataset\10X/1612073/1612073_215.tif,1612073,0,0
.\sc_dataset\10X/1612401/1612401_15.tif,1612401,1,1
.\sc_dataset\10X/149175/149175_292.tif,149175,0,1
.\sc_dataset\10X/125362/125362_275.tif,125362,0,0
.\sc_dataset\10X/138051/138051_79.tif,138051,0,0
.\sc_dataset\10X/148588/148588_191.tif,148588,0,1
.\sc_dataset\10X/2017403/2017403_265.tif,2017403,1,1
.\sc_dataset\10X/1612975/1612975_13.tif,1612975,0,2
.\sc_dataset\10X/149143/149143_64.tif,149143,0,1
.\sc_dataset\10X/1815813/1815813_73.tif,1815813,0,1
.\sc_dataset\10X/126204/126204_181.tif,126204,0,0
.\sc_dataset\10X/125960/125960_27.tif,125960,0,0
.\sc_dataset\10X/1612435/1612435_46.tif,1612435,1,2
.\sc_dataset\10X/1916877/1916877_267.tif,1916877,0,0
.\sc_dataset\10X/149954/149954_109.tif,149954,0,1
.\sc_dataset\10X/1915940/1915940_60.tif,1915940,0,1
.\sc_dataset\10X/115119/115119_79.tif,115119,0,0
.\sc_dataset\10X/125362/125362_156.tif,125362,0,0
.\sc_dataset\10X/115009/115009_197.tif,115009,0,0
.\sc_dataset\10X/114865/114865_287.tif,114865,0,0
.\sc_dataset\10X/115299/115299_113.tif,115299,0,0
.\sc_dataset\10X/1511569/1511569_109.tif,1511569,1,1
.\sc_dataset\10X/149377/149377_34.tif,149377,0,1
.\sc_dataset\10X/138254/138254_133.tif,138254,1,0
.\sc_dataset\10X/125440/125440_17.tif,125440,0,2
.\sc_dataset\10X/1511055/1511055_144.tif,1511055,1,1
.\sc_dataset\10X/1713253/1713253_76.tif,1713253,0,0
.\sc_dataset\10X/1612391/1612391_100.tif,1612391,0,0
.\sc_dataset\10X/1612552/1612552_224.tif,1612552,0,0
.\sc_dataset\10X/149945/149945_270.tif,149945,0,1
.\sc_dataset\10X/149636/149636_247.tif,149636,1,0
.\sc_dataset\10X/137844/137844_66.tif,137844,0,1
.\sc_dataset\10X/1613010/1613010_67.tif,1613010,0,1
.\sc_dataset\10X/1714430B/1714430B_188.tif,1714430B,0,1
.\sc_dataset\10X/1511569/1511569_193.tif,1511569,1,1
.\sc_dataset\10X/1612610/1612610_166.tif,1612610,0,1
.\sc_dataset\10X/1612994/1612994_194.tif,1612994,0,2
.\sc_dataset\10X/137292/137292_64.tif,137292,0,0
.\sc_dataset\10X/1510834/1510834_92.tif,1510834,0,0
.\sc_dataset\10X/1611621/1611621_113.tif,1611621,1,1
.\sc_dataset\10X/115299/115299_78.tif,115299,0,0
.\sc_dataset\10X/1713657/1713657_293.tif,1713657,0,0
.\sc_dataset\10X/126649/126649_112.tif,126649,0,0
